timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778373562261000,0.106,HOLDING,0.300,0.000,2560,0.00,0,0
1778373562371000,0.216,HOLDING,0.300,0.000,768,0.00,0,0
1778373562481000,0.326,HOLDING,0.300,0.000,768,0.00,0,0
1778373562590000,0.435,HOLDING,0.300,0.000,768,0.00,0,0
1778373562700000,0.545,HOLDING,0.300,0.000,768,0.00,0,0
1778373562810000,0.655,HOLDING,0.300,0.000,768,0.00,0,0
1778373562920000,0.765,HOLDING,0.300,0.000,768,0.00,0,0
1778373563029000,0.874,HOLDING,0.300,0.000,768,0.00,0,0
1778373563138000,0.983,HOLDING,0.300,0.000,768,0.00,0,0
1778373563247000,1.092,HOLDING,0.300,0.000,768,0.00,0,0
1778373563359000,1.204,HOLDING,0.300,0.000,768,0.00,0,0
1778373563468000,1.313,HOLDING,0.300,0.000,768,0.00,0,0
1778373563576000,1.421,HOLDING,0.300,0.000,768,0.00,0,0
1778373563684000,1.529,HOLDING,0.300,0.000,768,0.00,0,0
1778373563793000,1.638,HOLDING,0.300,0.000,768,0.00,0,0
1778373563903000,1.748,HOLDING,0.300,0.000,768,0.00,0,0
1778373564014000,1.859,HOLDING,0.300,0.000,768,0.00,0,0
1778373564123000,1.968,HOLDING,0.300,0.000,768,0.00,0,0
1778373564230000,2.075,HOLDING,0.300,0.000,768,0.00,0,0
1778373564341000,2.186,HOLDING,0.300,0.000,768,0.00,0,0
1778373564448000,2.293,HOLDING,0.300,0.000,768,0.00,0,0
1778373564560000,2.405,HOLDING,0.300,0.000,768,0.00,0,0
1778373564668000,2.513,HOLDING,0.300,0.000,768,0.00,0,0
1778373564776000,2.621,HOLDING,0.300,0.000,768,0.00,0,0
1778373564886000,2.731,HOLDING,0.300,0.000,768,0.00,0,0
1778373564995000,2.840,HOLDING,0.300,0.000,768,0.00,0,0
1778373565105000,2.950,HOLDING,0.300,0.000,768,0.00,0,0
1778373565215000,3.060,HOLDING,0.300,0.000,768,0.00,0,0
1778373565321000,3.166,HOLDING,0.300,0.000,768,0.00,0,0
1778373565432000,3.277,HOLDING,0.300,0.000,768,0.00,0,0
1778373565541000,3.386,HOLDING,0.300,0.000,768,0.00,0,0
1778373565648000,3.493,HOLDING,0.300,0.000,768,0.00,0,0
1778373565757000,3.602,HOLDING,0.300,0.000,768,0.00,0,0
1778373565866000,3.711,HOLDING,0.300,0.000,768,0.00,0,0
1778373565974000,3.819,HOLDING,0.300,0.000,768,0.00,0,0
1778373566083000,3.928,HOLDING,0.300,0.000,768,0.00,0,0
1778373566192000,4.037,HOLDING,0.300,0.000,768,0.00,0,0
1778373566300000,4.145,IDLE,0.000,0.000,0,0.00,0,0
