timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778373544579000,0.099,IDLE,1.000,0.000,0,0.00,0,0
1778373544688000,0.208,HOLDING,1.000,0.000,2560,0.00,0,0
1778373544796000,0.316,HOLDING,1.000,0.000,2560,0.00,0,0
1778373544907000,0.427,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545020000,0.540,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545129000,0.649,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545239000,0.759,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545348000,0.868,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545458000,0.978,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545570000,1.090,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545681000,1.201,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545793000,1.313,HOLDING,1.000,0.000,2560,0.00,0,0
1778373545905000,1.425,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546015000,1.535,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546125000,1.645,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546235000,1.755,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546345000,1.865,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546454000,1.974,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546566000,2.086,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546680000,2.200,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546793000,2.313,HOLDING,1.000,0.000,2560,0.00,0,0
1778373546902000,2.422,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547012000,2.532,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547120000,2.640,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547233000,2.753,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547342000,2.862,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547452000,2.972,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547562000,3.082,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547672000,3.192,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547783000,3.303,HOLDING,1.000,0.000,2560,0.00,0,0
1778373547892000,3.412,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548002000,3.522,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548111000,3.631,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548219000,3.739,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548331000,3.851,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548440000,3.960,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548548000,4.068,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548659000,4.179,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548769000,4.289,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548879000,4.399,HOLDING,1.000,0.000,2560,0.00,0,0
1778373548988000,4.508,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549100000,4.620,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549210000,4.730,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549320000,4.840,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549430000,4.950,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549538000,5.058,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549648000,5.168,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549757000,5.277,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549867000,5.387,HOLDING,1.000,0.000,2560,0.00,0,0
1778373549977000,5.497,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550089000,5.609,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550199000,5.719,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550312000,5.832,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550422000,5.942,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550532000,6.052,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550644000,6.164,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550755000,6.275,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550867000,6.387,HOLDING,1.000,0.000,2560,0.00,0,0
1778373550977000,6.497,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551088000,6.608,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551197000,6.717,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551306000,6.826,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551415000,6.935,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551525000,7.045,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551635000,7.155,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551744000,7.264,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551853000,7.373,HOLDING,1.000,0.000,2560,0.00,0,0
1778373551962000,7.482,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552071000,7.591,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552179000,7.699,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552289000,7.809,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552398000,7.918,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552506000,8.026,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552616000,8.136,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552726000,8.246,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552835000,8.355,HOLDING,1.000,0.000,2560,0.00,0,0
1778373552944000,8.464,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553056000,8.576,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553165000,8.685,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553274000,8.794,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553386000,8.906,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553494000,9.014,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553607000,9.127,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553717000,9.237,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553826000,9.346,HOLDING,1.000,0.000,2560,0.00,0,0
1778373553940000,9.460,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554047000,9.567,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554158000,9.678,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554267000,9.787,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554375000,9.895,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554480000,10.000,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554594000,10.114,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554702000,10.222,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554810000,10.330,HOLDING,1.000,0.000,2560,0.00,0,0
1778373554918000,10.438,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555027000,10.547,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555135000,10.655,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555243000,10.763,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555350000,10.870,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555460000,10.980,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555570000,11.090,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555680000,11.200,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555787000,11.307,HOLDING,1.000,0.000,2560,0.00,0,0
1778373555896000,11.416,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556007000,11.527,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556116000,11.636,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556224000,11.744,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556332000,11.852,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556440000,11.960,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556549000,12.069,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556657000,12.177,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556768000,12.288,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556881000,12.401,HOLDING,1.000,0.000,2560,0.00,0,0
1778373556990000,12.510,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557099000,12.619,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557209000,12.729,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557318000,12.838,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557427000,12.947,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557535000,13.055,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557650000,13.170,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557753000,13.273,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557862000,13.382,HOLDING,1.000,0.000,2560,0.00,0,0
1778373557971000,13.491,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558082000,13.602,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558192000,13.712,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558300000,13.820,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558411000,13.931,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558521000,14.041,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558630000,14.150,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558739000,14.259,HOLDING,1.000,0.000,2560,0.00,0,0
1778373558823000,14.343,IDLE,0.000,0.000,0,0.00,0,0
