timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778006670579121,0.158,RAMPING,0.0127,0.0635,6.77,36.69,0,0
1778006670682147,0.261,RAMPING,0.0217,0.1085,11.57,36.72,0,0
1778006670784567,0.363,RAMPING,0.0288,0.1439,15.35,36.71,0,0
1778006670887166,0.466,RAMPING,0.0327,0.1635,17.44,36.69,0,0
1778006670989683,0.568,RAMPING,0.0339,0.1697,18.10,36.72,1,0
1778006671092197,0.671,RAMPING,0.0349,0.1745,18.61,36.70,1,0
1778006671194176,0.773,RAMPING,0.0388,0.1938,20.67,36.71,1,0
1778006671346903,0.925,RAMPING,0.0547,0.2736,29.18,36.71,1,0
1778006671449423,1.028,RAMPING,0.0715,0.3575,38.13,36.71,1,0
1778006671551931,1.130,RAMPING,0.0891,0.4456,47.53,36.70,2,0
1778006671654291,1.233,RAMPING,0.1026,0.5130,54.72,36.69,2,0
1778006671756305,1.335,RAMPING,0.1081,0.5407,57.68,36.72,2,0
1778006671857819,1.436,RAMPING,0.1051,0.5254,56.05,36.70,2,0
