timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778042388723974,0.107,RAMPING,0.0018,0.0089,0.95,36.69,0,0
1778042388836222,0.219,RAMPING,0.0037,0.0183,1.95,36.68,0,0
1778042388936150,0.319,RAMPING,0.0053,0.0266,2.84,36.70,0,0
1778042389045669,0.429,RAMPING,0.0071,0.0357,3.81,36.71,0,0
1778042389156313,0.539,RAMPING,0.0090,0.0449,4.79,36.72,1,0
1778042389267728,0.651,RAMPING,0.0108,0.0542,5.78,36.72,1,0
1778042389373405,0.756,RAMPING,0.0126,0.0630,6.72,36.69,1,0
1778042389483344,0.866,RAMPING,0.0144,0.0722,7.70,36.70,1,0
1778042389594157,0.977,RAMPING,0.0163,0.0814,8.69,36.72,1,0
1778042389702095,1.085,RAMPING,0.0181,0.0904,9.65,36.71,2,0
1778042389812052,1.195,RAMPING,0.0199,0.0996,10.62,36.71,2,0
1778042389923317,1.306,RAMPING,0.0218,0.1089,11.61,36.72,2,0
1778042390031607,1.415,RAMPING,0.0236,0.1179,12.57,36.69,2,0
1778042390143068,1.526,RAMPING,0.0254,0.1272,13.57,36.69,3,0
1778042390252409,1.635,RAMPING,0.0273,0.1363,14.54,36.69,3,0
1778042390358054,1.741,RAMPING,0.0290,0.1451,15.48,36.70,3,0
1778042390468548,1.852,RAMPING,0.0309,0.1543,16.46,36.70,3,0
1778042390579793,1.963,RAMPING,0.0327,0.1636,17.45,36.70,3,0
1778042390691949,2.075,RAMPING,0.0346,0.1729,18.44,36.70,4,0
1778042390802677,2.186,RAMPING,0.0364,0.1821,19.43,36.71,4,0
1778042390907658,2.291,RAMPING,0.0382,0.1909,20.36,36.71,4,0
1778042391013697,2.397,RAMPING,0.0399,0.1997,21.30,36.69,4,0
1778042391124611,2.508,RAMPING,0.0418,0.2090,22.29,36.71,5,0
1778042391235806,2.619,RAMPING,0.0436,0.2182,23.28,36.69,5,0
1778042391345118,2.728,RAMPING,0.0455,0.2273,24.25,36.71,5,0
1778042391460023,2.843,RAMPING,0.0474,0.2369,25.27,36.71,5,0
1778042391560217,2.943,RAMPING,0.0491,0.2453,26.16,36.72,5,0
1778042391670002,3.053,RAMPING,0.0509,0.2544,27.14,36.72,6,0
1778042391780633,3.164,RAMPING,0.0527,0.2636,28.12,36.70,6,0
1778042391892649,3.276,RAMPING,0.0546,0.2730,29.12,36.70,6,0
1778042391998062,3.381,RAMPING,0.0564,0.2818,30.05,36.71,6,0
1778042392107316,3.490,RAMPING,0.0582,0.2909,31.03,36.70,7,0
1778042392218107,3.601,RAMPING,0.0600,0.3001,32.01,36.73,7,0
1778042392326485,3.710,RAMPING,0.0618,0.3091,32.97,36.73,7,0
1778042392436105,3.819,RAMPING,0.0637,0.3183,33.95,36.72,7,0
1778042392548351,3.931,RAMPING,0.0655,0.3276,34.95,36.72,7,0
1778042392654049,4.037,RAMPING,0.0673,0.3364,35.89,36.71,8,0
1778042392765413,4.148,RAMPING,0.0691,0.3457,36.88,36.72,8,0
1778042392876874,4.260,RAMPING,0.0710,0.3550,37.87,36.72,8,0
1778042392982182,4.365,RAMPING,0.0728,0.3638,38.80,36.73,8,0
1778042393092849,4.476,RAMPING,0.0746,0.3730,39.79,36.71,8,0
1778042393204542,4.588,RAMPING,0.0765,0.3823,40.78,36.73,9,0
1778042393314026,4.697,RAMPING,0.0783,0.3914,41.75,36.71,9,0
1778042393424610,4.808,RAMPING,0.0801,0.4006,42.73,36.72,9,0
1778042393529561,4.913,RAMPING,0.0819,0.4094,43.67,36.71,9,0
1778042393638404,5.021,RAMPING,0.0837,0.4185,44.63,36.73,10,0
1778042393748518,5.132,RAMPING,0.0855,0.4276,45.61,36.73,10,0
1778042393859861,5.243,RAMPING,0.0874,0.4369,46.60,36.72,10,0
1778042393971860,5.355,RAMPING,0.0892,0.4462,47.60,36.72,10,0
1778042394083819,5.467,RAMPING,0.0911,0.4556,48.59,36.71,10,0
1778042394196163,5.579,RAMPING,0.0930,0.4649,49.59,36.72,11,0
1778042394307305,5.690,RAMPING,0.0948,0.4742,50.58,36.71,11,0
