timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778012063085545,0.116,RAMPING,0.0019,0.0096,1.03,36.69,0,0
1778012063185583,0.216,RAMPING,0.0036,0.0180,1.92,36.69,0,0
1778012063296170,0.326,RAMPING,0.0054,0.0272,2.90,36.72,0,0
1778012063405172,0.435,RAMPING,0.0073,0.0363,3.87,36.70,0,0
1778012063517683,0.548,RAMPING,0.0091,0.0456,4.87,36.70,1,0
1778012063629109,0.659,RAMPING,0.0110,0.0549,5.86,36.72,1,0
1778012063733115,0.763,RAMPING,0.0127,0.0636,6.78,36.70,1,0
1778012063852253,0.882,RAMPING,0.0147,0.0735,7.84,36.71,1,0
1778012063952619,0.983,RAMPING,0.0164,0.0819,8.74,36.71,1,0
1778012064061437,1.092,RAMPING,0.0182,0.0910,9.70,36.70,2,0
1778012064173140,1.203,RAMPING,0.0201,0.1003,10.70,36.72,2,0
1778012064285109,1.315,RAMPING,0.0219,0.1096,11.69,36.72,2,0
1778012064397763,1.428,RAMPING,0.0238,0.1190,12.69,36.72,2,0
1778012064509117,1.539,RAMPING,0.0257,0.1283,13.68,36.72,3,0
1778012064608389,1.638,RAMPING,0.0273,0.1365,14.56,36.70,3,0
1778012064717111,1.747,RAMPING,0.0291,0.1456,15.53,36.69,3,0
1778012064829711,1.860,RAMPING,0.0310,0.1550,16.53,36.71,3,0
1778012064941137,1.971,RAMPING,0.0329,0.1643,17.52,36.72,3,0
1778012065053113,2.083,RAMPING,0.0347,0.1736,18.52,36.69,4,0
1778012065155112,2.185,RAMPING,0.0364,0.1821,19.42,36.70,4,0
1778012065264577,2.295,RAMPING,0.0382,0.1912,20.40,36.69,4,0
1778012065373109,2.403,RAMPING,0.0401,0.2003,21.36,36.71,4,0
1778012065484165,2.514,RAMPING,0.0419,0.2095,22.35,36.72,5,0
1778012065595914,2.626,RAMPING,0.0438,0.2188,23.34,36.71,5,0
1778012065705430,2.736,RAMPING,0.0456,0.2280,24.32,36.69,5,0
1778012065810679,2.841,RAMPING,0.0473,0.2367,25.25,36.70,5,0
1778012065919701,2.950,RAMPING,0.0492,0.2458,26.22,36.73,5,0
1778012066030098,3.060,RAMPING,0.0510,0.2550,27.20,36.71,6,0
1778012066141204,3.171,RAMPING,0.0529,0.2643,28.19,36.73,6,0
1778012066253178,3.283,RAMPING,0.0547,0.2736,29.18,36.71,6,0
1778012066365117,3.395,RAMPING,0.0566,0.2829,30.18,36.70,6,0
1778012066476538,3.507,RAMPING,0.0584,0.2922,31.17,36.72,7,0
1778012066576493,3.607,RAMPING,0.0601,0.3005,32.06,36.73,7,0
1778012066688227,3.718,RAMPING,0.0620,0.3099,33.05,36.70,7,0
1778012066797257,3.827,RAMPING,0.0638,0.3189,34.02,36.71,7,0
1778012066909799,3.940,RAMPING,0.0657,0.3283,35.02,36.70,7,0
