timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778008830905347,0.102,RAMPING,0.0017,0.0085,0.90,36.71,0,0
1778008831013867,0.210,RAMPING,0.0035,0.0175,1.87,36.71,0,0
1778008831126064,0.322,RAMPING,0.0054,0.0269,2.86,36.68,0,0
1778008831237859,0.434,RAMPING,0.0072,0.0362,3.86,36.70,0,0
1778008831349867,0.546,RAMPING,0.0091,0.0455,4.85,36.72,1,0
1778008831454768,0.651,RAMPING,0.0108,0.0542,5.79,36.70,1,0
1778008831561266,0.757,RAMPING,0.0126,0.0631,6.73,36.71,1,0
1778008831669860,0.866,RAMPING,0.0144,0.0722,7.70,36.70,1,0
1778008831782151,0.978,RAMPING,0.0163,0.0815,8.70,36.72,1,0
1778008831890403,1.087,RAMPING,0.0181,0.0906,9.66,36.70,2,0
1778008832002706,1.199,RAMPING,0.0200,0.0999,10.66,36.70,2,0
1778008832107517,1.304,RAMPING,0.0217,0.1086,11.59,36.71,2,0
1778008832216694,1.413,RAMPING,0.0235,0.1177,12.56,36.72,2,0
1778008832325859,1.522,RAMPING,0.0254,0.1268,13.53,36.71,3,0
1778008832437898,1.634,RAMPING,0.0272,0.1362,14.53,36.70,3,0
1778008832547820,1.744,RAMPING,0.0291,0.1453,15.50,36.72,3,0
1778008832654398,1.851,RAMPING,0.0308,0.1542,16.45,36.72,3,0
1778008832766372,1.963,RAMPING,0.0327,0.1635,17.45,36.70,3,0
1778008832873273,2.069,RAMPING,0.0345,0.1725,18.40,36.69,4,0
1778008832982876,2.179,RAMPING,0.0363,0.1816,19.37,36.72,4,0
1778008833094674,2.291,RAMPING,0.0382,0.1909,20.36,36.73,4,0
1778008833202403,2.399,RAMPING,0.0400,0.1999,21.32,36.70,4,0
1778008833313390,2.510,RAMPING,0.0418,0.2091,22.31,36.72,5,0
1778008833422334,2.619,RAMPING,0.0436,0.2182,23.28,36.72,5,0
1778008833529884,2.726,RAMPING,0.0454,0.2272,24.23,36.73,5,0
1778008833639143,2.835,RAMPING,0.0473,0.2363,25.20,36.69,5,0
1778008833749859,2.946,RAMPING,0.0491,0.2455,26.19,36.70,5,0
1778008833862381,3.059,RAMPING,0.0510,0.2549,27.19,36.72,6,0
1778008833971067,3.167,RAMPING,0.0528,0.2639,28.15,36.70,6,0
1778008834079964,3.276,RAMPING,0.0546,0.2730,29.12,36.69,6,0
1778008834185876,3.382,RAMPING,0.0564,0.2818,30.06,36.72,6,0
1778008834294743,3.491,RAMPING,0.0582,0.2909,31.03,36.72,7,0
1778008834406424,3.603,RAMPING,0.0600,0.3002,32.02,36.73,7,0
1778008834517860,3.714,RAMPING,0.0619,0.3095,33.01,36.72,7,0
1778008834627325,3.824,RAMPING,0.0637,0.3186,33.99,36.71,7,0
1778008834732099,3.928,RAMPING,0.0655,0.3274,34.92,36.70,7,0
1778008834841910,4.038,RAMPING,0.0673,0.3365,35.89,36.72,8,0
1778008834950867,4.147,RAMPING,0.0691,0.3456,36.86,36.70,8,0
