timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778042643780043,0.108,RAMPING,0.0018,0.0090,0.96,36.69,0,0
1778042643891668,0.219,RAMPING,0.0037,0.0183,1.95,36.72,0,0
1778042644001712,0.329,RAMPING,0.0055,0.0274,2.93,36.71,0,0
1778042644112338,0.440,RAMPING,0.0073,0.0367,3.91,36.71,0,0
1778042644216931,0.545,RAMPING,0.0091,0.0454,4.84,36.71,1,0
1778042644326681,0.654,RAMPING,0.0109,0.0545,5.82,36.69,1,0
1778042644435282,0.763,RAMPING,0.0127,0.0636,6.78,36.69,1,0
1778042644547718,0.875,RAMPING,0.0146,0.0729,7.78,36.69,1,0
1778042644658698,0.986,RAMPING,0.0164,0.0822,8.77,36.70,1,0
1778042644768219,1.096,RAMPING,0.0183,0.0913,9.74,36.69,2,0
1778042644878590,1.206,RAMPING,0.0201,0.1005,10.72,36.71,2,0
1778042644982361,1.310,RAMPING,0.0218,0.1092,11.64,36.72,2,0
1778042645092069,1.420,RAMPING,0.0237,0.1183,12.62,36.72,2,0
1778042645203554,1.531,RAMPING,0.0255,0.1276,13.61,36.72,3,0
1778042645314837,1.642,RAMPING,0.0274,0.1369,14.60,36.71,3,0
1778042645422978,1.751,RAMPING,0.0292,0.1459,15.56,36.71,3,0
1778042645529727,1.857,RAMPING,0.0310,0.1548,16.51,36.72,3,0
1778042645638492,1.966,RAMPING,0.0328,0.1638,17.48,36.69,3,0
1778042645747681,2.075,RAMPING,0.0346,0.1729,18.45,36.72,4,0
1778042645858948,2.187,RAMPING,0.0364,0.1822,19.44,36.69,4,0
