timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778467671958000,0.110,HOLDING,2.900,14.500,1547,36.68,0,0
1778467672056000,0.208,HOLDING,2.900,14.500,1547,36.68,0,0
1778467672150000,0.303,HOLDING,2.900,14.500,1547,36.69,0,0
1778467672257000,0.410,HOLDING,2.900,14.500,1547,36.70,0,0
1778467672356000,0.508,HOLDING,2.900,14.500,1547,36.71,0,0
1778467672449000,0.602,HOLDING,2.900,14.500,1547,36.70,1,0
1778467672557000,0.710,HOLDING,2.900,14.500,1547,36.71,1,0
1778467672653000,0.806,HOLDING,2.900,14.500,1547,36.71,1,0
1778467672748000,0.901,HOLDING,2.900,14.500,1547,36.68,1,0
1778467672848000,1.001,HOLDING,2.900,14.500,1547,36.70,1,0
1778467672953000,1.106,HOLDING,2.900,14.500,1547,36.70,2,0
1778467673057000,1.210,HOLDING,2.900,14.500,1547,36.69,2,0
1778467673156000,1.309,HOLDING,2.900,14.500,1547,36.69,2,0
1778467673252000,1.405,HOLDING,2.900,14.500,1547,36.72,2,0
1778467673357000,1.510,HOLDING,2.900,14.500,1547,36.70,2,0
1778467673447000,1.600,HOLDING,2.900,14.500,1547,36.69,3,0
1778467673550000,1.703,HOLDING,2.900,14.500,1547,36.69,3,0
1778467673657000,1.810,HOLDING,2.900,14.500,1547,36.72,3,0
1778467673747000,1.900,HOLDING,2.900,14.500,1547,36.71,3,0
1778467673850000,2.003,HOLDING,2.900,14.500,1547,36.72,3,0
1778467673957000,2.110,HOLDING,2.900,14.500,1547,36.70,4,0
1778467674049000,2.202,HOLDING,2.900,14.500,1547,36.72,4,0
1778467674157000,2.310,HOLDING,2.900,14.500,1547,36.69,4,0
1778467674252000,2.405,HOLDING,2.900,14.500,1547,36.72,4,0
1778467674348000,2.501,HOLDING,2.900,14.500,1547,36.71,4,0
1778467674453000,2.606,HOLDING,2.900,14.500,1547,36.70,5,0
1778467674557000,2.710,HOLDING,2.900,14.500,1547,36.73,5,0
1778467674647000,2.800,HOLDING,2.900,14.500,1547,36.71,5,0
1778467674750000,2.903,HOLDING,2.900,14.500,1547,36.70,5,0
1778467674858000,3.011,HOLDING,2.900,14.500,1547,36.72,5,0
1778467674956000,3.109,HOLDING,2.900,14.500,1547,36.70,6,0
1778467675049000,3.202,HOLDING,2.900,14.500,1547,36.72,6,0
1778467675157000,3.310,HOLDING,2.900,14.500,1547,36.70,6,0
1778467675250000,3.403,HOLDING,2.900,14.500,1547,36.72,6,0
1778467675357000,3.510,HOLDING,2.900,14.500,1547,36.69,6,0
1778467675450000,3.603,HOLDING,2.900,14.500,1547,36.72,7,0
1778467675557000,3.710,HOLDING,2.900,14.500,1547,36.70,7,0
1778467675653000,3.806,HOLDING,2.900,14.500,1547,36.69,7,0
1778467675749000,3.902,HOLDING,2.900,14.500,1547,36.73,7,0
1778467675848000,4.001,HOLDING,2.900,14.500,1547,36.71,7,0
1778467675953000,4.106,HOLDING,2.900,14.500,1547,36.70,8,0
1778467676057000,4.210,HOLDING,2.900,14.500,1547,36.70,8,0
1778467676154000,4.307,HOLDING,2.900,14.500,1547,36.72,8,0
1778467676249000,4.402,HOLDING,2.900,14.500,1547,36.71,8,0
1778467676358000,4.511,HOLDING,2.900,14.500,1547,36.71,8,0
1778467676455000,4.608,HOLDING,2.900,14.500,1547,36.71,9,0
1778467676549000,4.702,HOLDING,2.900,14.500,1547,36.70,9,0
1778467676657000,4.810,HOLDING,2.900,14.500,1547,36.73,9,0
1778467676748000,4.901,HOLDING,2.900,14.500,1547,36.73,9,0
1778467676858000,5.011,HOLDING,2.900,14.500,1547,36.73,9,0
1778467676956000,5.109,HOLDING,2.900,14.500,1547,36.71,10,0
1778467677048000,5.201,HOLDING,2.900,14.500,1547,36.70,10,0
1778467677157000,5.310,HOLDING,2.900,14.500,1547,36.73,10,0
1778467677254000,5.407,HOLDING,2.900,14.500,1547,36.71,10,0
1778467677349000,5.502,HOLDING,2.900,14.500,1547,36.72,10,0
1778467677380000,0.000,IDLE,0.000,0.000,0,36.72,11,0
