timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778373646763000,0.113,HOLDING,0.350,0.000,768,0.00,0,0
1778373646873000,0.223,HOLDING,0.350,0.000,896,0.00,0,0
1778373646985000,0.335,HOLDING,0.350,0.000,896,0.00,0,0
1778373647094000,0.444,HOLDING,0.350,0.000,896,0.00,0,0
1778373647204000,0.554,HOLDING,0.350,0.000,896,0.00,0,0
1778373647314000,0.664,HOLDING,0.350,0.000,896,0.00,0,0
1778373647427000,0.777,HOLDING,0.350,0.000,896,0.00,0,0
1778373647536000,0.886,HOLDING,0.350,0.000,896,0.00,0,0
1778373647645000,0.995,HOLDING,0.350,0.000,896,0.00,0,0
1778373647755000,1.105,HOLDING,0.350,0.000,896,0.00,0,0
1778373647864000,1.214,HOLDING,0.350,0.000,896,0.00,0,0
1778373647974000,1.324,HOLDING,0.350,0.000,896,0.00,0,0
1778373648083000,1.433,HOLDING,0.350,0.000,896,0.00,0,0
1778373648124000,1.474,IDLE,0.000,0.000,0,0.00,0,0
