timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778044197405537,0.107,RAMPING,0.0048,0.0241,2.57,36.69,0,0
1778044197518478,0.220,RAMPING,0.0099,0.0495,5.28,36.70,0,0
1778044197631979,0.333,RAMPING,0.0150,0.0750,8.00,36.71,0,0
1778044197741133,0.443,RAMPING,0.0199,0.0996,10.62,36.71,0,0
1778044197850214,0.552,RAMPING,0.0248,0.1241,13.24,36.72,1,0
1778044197951056,0.653,RAMPING,0.0294,0.1468,15.66,36.70,1,0
1778044198062617,0.764,RAMPING,0.0344,0.1719,18.34,36.72,1,0
1778044198175300,0.877,RAMPING,0.0395,0.1973,21.04,36.70,1,0
1778044198286972,0.988,RAMPING,0.0445,0.2224,23.72,36.69,1,0
1778044198399141,1.101,RAMPING,0.0495,0.2476,26.42,36.71,2,0
1778044198508100,1.210,RAMPING,0.0544,0.2722,29.03,36.70,2,0
1778044198607356,1.309,RAMPING,0.0589,0.2945,31.41,36.69,2,0
1778044198719180,1.421,RAMPING,0.0639,0.3197,34.10,36.71,2,0
1778044198826835,1.528,RAMPING,0.0688,0.3439,36.68,36.69,3,0
1778044198936819,1.638,RAMPING,0.0737,0.3686,39.32,36.72,3,0
1778044199048356,1.750,RAMPING,0.0787,0.3937,42.00,36.71,3,0
1778044199159326,1.861,RAMPING,0.0837,0.4187,44.66,36.73,3,0
1778044199263811,1.965,RAMPING,0.0884,0.4422,47.17,36.70,3,0
1778044199374877,2.076,RAMPING,0.0934,0.4672,49.83,36.70,4,0
1778044199484134,2.186,RAMPING,0.0984,0.4918,52.46,36.71,4,0
1778044199596759,2.298,RAMPING,0.1034,0.5171,55.16,36.70,4,0
1778044199706788,2.408,RAMPING,0.1084,0.5419,57.80,36.69,4,0
1778044199814972,2.516,RAMPING,0.1132,0.5662,60.40,36.69,5,0
1778044199920259,2.622,RAMPING,0.1180,0.5899,62.92,36.72,5,0
1778044200031355,2.733,RAMPING,0.1230,0.6149,65.59,36.69,5,0
1778044200140073,2.842,RAMPING,0.1279,0.6394,68.20,36.72,5,0
1778044200251345,2.953,RAMPING,0.1329,0.6644,70.87,36.70,5,0
1778044200361015,3.063,RAMPING,0.1378,0.6891,73.50,36.72,6,0
1778044200471349,3.173,RAMPING,0.1428,0.7139,76.15,36.72,6,0
1778044200580177,3.282,RAMPING,0.1477,0.7384,78.76,36.71,6,0
1778044200686326,3.388,RAMPING,0.1525,0.7623,81.31,36.69,6,0
1778044200797072,3.499,RAMPING,0.1574,0.7872,83.97,36.72,6,0
1778044200907995,3.610,RAMPING,0.1624,0.8121,86.63,36.73,7,0
1778044201016866,3.718,RAMPING,0.1673,0.8366,89.24,36.71,7,0
1778044201123125,3.825,RAMPING,0.1721,0.8605,91.79,36.71,7,0
1778044201232472,3.934,RAMPING,0.1770,0.8851,94.42,36.70,7,0
1778044201342168,4.044,RAMPING,0.1820,0.9098,97.05,36.70,8,0
1778044201452508,4.154,RAMPING,0.1869,0.9347,99.70,36.70,8,0
1778044201567386,4.269,RAMPING,0.1921,0.9605,102.45,36.72,8,0
1778044201677361,4.379,RAMPING,0.1970,0.9852,105.09,36.71,8,0
1778044201781052,4.483,RAMPING,0.2017,1.0086,107.58,36.73,8,0
1778044201893186,4.595,RAMPING,0.2068,1.0338,110.27,36.72,9,0
1778044201998291,4.700,RAMPING,0.2115,1.0575,112.80,36.72,9,0
1778044202110488,4.812,RAMPING,0.2165,1.0827,115.49,36.73,9,0
1778044202217718,4.919,RAMPING,0.2214,1.1068,118.06,36.73,9,0
1778044202326446,5.028,RAMPING,0.2263,1.1313,120.67,36.71,10,0
1778044202435771,5.137,RAMPING,0.2312,1.1559,123.29,36.71,10,0
1778044202545847,5.247,RAMPING,0.2361,1.1807,125.94,36.73,10,0
1778044202655380,5.357,RAMPING,0.2411,1.2053,128.57,36.71,10,0
1778044202766904,5.468,RAMPING,0.2461,1.2304,131.24,36.71,10,0
1778044202879659,5.581,RAMPING,0.2512,1.2558,133.95,36.71,11,0
1778044202983936,5.685,RAMPING,0.2558,1.2792,136.45,36.72,11,0
1778044203100812,5.802,RAMPING,0.2611,1.3055,139.26,36.73,11,0
1778044203214190,5.916,RAMPING,0.2662,1.3310,141.98,36.70,11,0
1778044203311486,6.013,RAMPING,0.2706,1.3529,144.31,36.73,12,0
1778044203423085,6.125,RAMPING,0.2756,1.3780,146.99,36.71,12,0
1778044203535140,6.237,RAMPING,0.2806,1.4032,149.68,36.73,12,0
1778044203639175,6.341,RAMPING,0.2853,1.4267,152.18,36.73,12,0
1778044203758685,6.460,RAMPING,0.2907,1.4535,155.04,36.73,12,0
1778044203857262,6.559,RAMPING,0.2951,1.4757,157.41,36.71,13,0
