timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778467607527000,0.104,HOLDING,1.000,5.000,533,36.72,0,0
1778467607627000,0.204,HOLDING,1.000,5.000,533,36.71,0,0
1778467607727000,0.304,HOLDING,1.000,5.000,533,36.72,0,0
1778467607827000,0.404,HOLDING,1.000,5.000,533,36.70,0,0
1778467607925000,0.502,HOLDING,1.000,5.000,533,36.70,0,0
1778467608027000,0.604,HOLDING,1.000,5.000,533,36.69,1,0
1778467608126000,0.703,HOLDING,1.000,5.000,533,36.70,1,0
1778467608227000,0.804,HOLDING,1.000,5.000,533,36.71,1,0
1778467608327000,0.904,HOLDING,1.000,5.000,533,36.69,1,0
1778467608424000,1.001,HOLDING,1.000,5.000,533,36.70,1,0
1778467608527000,1.104,HOLDING,1.000,5.000,533,36.72,2,0
1778467608626000,1.203,HOLDING,1.000,5.000,533,36.70,2,0
1778467608727000,1.304,HOLDING,1.000,5.000,533,36.71,2,0
1778467608800000,0.000,IDLE,0.000,0.000,0,36.71,2,0
